Name,Code,Changes,lat,lon,terminal lat,terminal lon,linear distance,Journey time,fare,company,fare type,route code,cost per km
Chesterfield,CHD,0.0,53.2382208069527,-1.42011597140436,51.51349214773037,-0.11436054290620458,211.50936067517452,118.0,100.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0,0.4751562752550837
Chester-le-Street,CLS,1.0,54.854595364494,-1.57801542177952,51.51349214773037,-0.11436054290620458,384.46611170278106,200.0,160.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.4161615162682819
Chestfield & Swalecliffe,CSW,0.0,51.360237745381,1.06693052184082,51.51349214773037,-0.11436054290620458,83.89269439093195,94.0,30.1,LONDON SOUTH EASTERN RAILWY,ANYTIME DAY S,131.0,0.35879167093783965
Chetnole,CNO,1.0,50.8663655335093,-2.57292595204148,51.51349214773037,-0.11436054290620458,186.33668968346504,174.0,109.0,GWR,ANYTIME S,0.0,0.5849626296633321
Chichester,CCH,0.0,50.8320529892616,-0.781748952807999,51.51349214773037,-0.11436054290620458,89.02652977245327,94.0,36.8,SOUTH WESTERN RAILWAY,ANYTIME DAY S,0.0,0.4133599287095509
Chilham,CIL,0.0,51.2446076985827,0.975895539359203,51.51349214773037,-0.11436054290620458,81.58911608472621,95.0,33.0,LONDON SOUTH EASTERN RAILWY,ANYTIME DAY S,131.0,0.4044657128743882
Chilworth,CHL,1.0,51.2152123162868,-0.524824137256049,51.51349214773037,-0.11436054290620458,43.8004607029374,61.0,16.7,SOUTH WESTERN RAILWAY,ANYTIME DAY S,0.0,0.38127452844074866
Chingford,CHI,0.0,51.6330849559396,0.00989703968061354,51.51349214773037,-0.11436054290620458,15.851078413752884,27.0,9.0,ATOC,ANYTIME DAY S,1000.0,0.5677847125020417
Chinley,CLY,1.0,53.3402914179345,-1.94394095141586,51.51349214773037,-0.11436054290620458,238.33105887510817,191.0,100.5,VIRGIN WEST COAST,ANYTIME S,312.0,0.42168234586942643
Chippenham,CPM,0.0,51.4624897217942,-2.11539415452921,51.51349214773037,-0.11436054290620458,139.10075970685656,76.0,89.0,GWR,ANYTIME S,0.0,0.6398239678026216
Chipstead,CHP,0.0,51.3092758788923,-0.169503225609274,51.51349214773037,-0.11436054290620458,23.041956624349865,42.0,7.4,ATOC,ANYTIME DAY S,0.0,0.32115328227725076
Chirk,CRK,1.0,52.9330904882563,-3.06564362624753,51.51349214773037,-0.11436054290620458,256.1399346031257,214.0,147.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.5758571002547607
Chislehurst,CIT,0.0,51.4055547408408,0.0574179687488035,51.51349214773037,-0.11436054290620458,16.933679816047523,31.0,6.6,ATOC,ANYTIME DAY S,0.0,0.3897558045089163
Chiswick,CHK,0.0,51.4811353508269,-0.267835206320324,51.51349214773037,-0.11436054290620458,11.249543240273043,60.0,4.6,ATOC,ANYTIME DAY S,0.0,0.40890549080536276
Cholsey,CHO,0.0,51.5702025135637,-1.15802300516055,51.51349214773037,-0.11436054290620458,72.67982939808991,86.0,25.2,GWR,ANYTIME DAY S,0.0,0.3467261853625413
Chorley,CRL,1.0,53.6525386748143,-2.62684103630161,51.51349214773037,-0.11436054290620458,292.63820937356206,406.0,179.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.6133853825317203
Chorleywood,CLW,0.0,51.6542477676637,-0.518320062534133,51.51349214773037,-0.11436054290620458,32.081512231679135,32.0,-999.0,N/A,no route found,-998.0,nan
Christchurch,CHR,0.0,50.7382153631909,-1.78454614689707,51.51349214773037,-0.11436054290620458,145.28912791403235,145.0,55.8,SOUTH WESTERN RAILWAY,ANYTIME DAY S,0.0,0.3840617725575233
Christs Hospital,CHH,0.0,51.0506848896206,-0.363556339669494,51.51349214773037,-0.11436054290620458,54.345237783872186,64.0,23.9,SOUTHERN,ANYTIME DAY S,0.0,0.4397809444693
Church & Oswaldtwistle,CTW,1.0,53.7505227746877,-2.39121218921604,51.51349214773037,-0.11436054290620458,292.7675887165382,205.0,180.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.6148221556528874
Church Fenton,CHF,1.0,53.8266010051519,-1.22758889955301,51.51349214773037,-0.11436054290620458,268.1838083196267,187.0,132.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.4940641302329629
Church Stretton,CTT,1.0,52.5374242388884,-2.80369477152189,51.51349214773037,-0.11436054290620458,216.90007007114758,179.0,136.5,GWR,ANYTIME S,0.0,0.6293220650192748
Cilmeri,CIM,1.0,52.1505334866855,-3.45654171112508,51.51349214773037,-0.11436054290620458,241.02317925913698,377.0,137.0,GWR,ANYTIME S,0.0,0.5684100608958607
City Thameslink,CTK,-1.0,51.5139346019675,-0.103589643870664,51.51349214773037,-0.11436054290620458,0.7493310035013188,-999.0,3.2,ATOC,ANYTIME DAY S,1000.0,4.270475911243099
Clacton-on-Sea,CLT,0.0,51.7939991870545,1.15409160775521,51.51349214773037,-0.11436054290620458,93.16652785118387,89.0,37.3,GREATER ANGLIA,ANYTIME DAY S,0.0,0.40035837827486476
Clandon,CLA,0.0,51.2640043702166,-0.502766109156909,51.51349214773037,-0.11436054290620458,38.74819300382058,53.0,12.1,SOUTH WESTERN RAILWAY,ANYTIME DAY S,0.0,0.312272626463044
Clapham (North Yorkshire),CPY,1.0,54.1053880706421,-2.4103762733162,51.51349214773037,-0.11436054290620458,327.318192850279,218.0,139.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.424663226903434
Clapham High Street,CLP,1.0,51.465479417202,-0.132521686185382,51.51349214773037,-0.11436054290620458,5.488697109425315,21.0,3.6,ATOC,ANYTIME DAY S,0.0,0.655893361981662
Clapham Junction,CLJ,0.0,51.4641865965587,-0.170293416365599,51.51349214773037,-0.11436054290620458,6.721970464256745,13.0,3.6,ATOC,ANYTIME DAY S,0.0,0.5355572475574772
Clapton,CPT,0.0,51.5616423238882,-0.0570246574503497,51.51349214773037,-0.11436054290620458,6.672665674172854,13.0,4.9,ATOC,ANYTIME DAY S,1000.0,0.7343392040404312
Clarbeston Road,CLR,1.0,51.8516714049905,-4.8835490247474,51.51349214773037,-0.11436054290620458,331.92800485682034,276.0,142.5,GWR,ANYTIME S,0.0,0.4293099645553211
Clarkston,CKS,1.0,55.7893535486702,-4.27564475472092,51.51349214773037,-0.11436054290620458,549.4862934217668,332.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.33940792014778975
Claverdon,CLV,0.0,52.277091521558,-1.69656001384624,51.51349214773037,-0.11436054290620458,138.12924780811957,109.0,80.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.5791677090078051
Claygate,CLG,0.0,51.3612128745663,-0.34824779526903,51.51349214773037,-0.11436054290620458,23.484775457285686,39.0,7.6,SOUTH WESTERN RAILWAY,ANYTIME DAY S,0.0,0.3236139095229139
Cleethorpes,CLE,1.0,53.5619045675724,-0.0292209300100191,51.51349214773037,-0.11436054290620458,228.01539014807076,187.0,113.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.49777341751490684
Cleland,CEA,1.0,55.804652232152,-3.91024482718574,51.51349214773037,-0.11436054290620458,539.3218948735584,384.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.34580461459611994
Clifton (Manchester),CLI,2.0,53.522491666707,-2.31474664635258,51.51349214773037,-0.11436054290620458,268.83486309976615,194.0,175.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.6509572381430919
Clifton Down,CFN,1.0,51.4645471476911,-2.61174122454121,51.51349214773037,-0.11436054290620458,173.53809513773365,176.0,109.0,GWR,ANYTIME S,0.0,0.6281041630282326
Clitheroe,CLH,2.0,53.8734683464237,-2.39433664531423,51.51349214773037,-0.11436054290620458,304.4820124179237,223.0,180.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.59116792670477
Clock House,CLK,0.0,51.4085847718765,-0.0406570648343016,51.51349214773037,-0.11436054290620458,12.746253029118892,28.0,5.5,ATOC,ANYTIME DAY S,0.0,0.43149935808078005
Clunderwen,CUW,1.0,51.840545791914,-4.73184301881061,51.51349214773037,-0.11436054290620458,321.4074486912614,269.0,142.5,GWR,ANYTIME S,0.0,0.4433624689790034
Clydebank,CYK,1.0,55.9006964941048,-4.40441492241242,51.51349214773037,-0.11436054290620458,564.2729062904093,351.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.33051383102206877
Coatbridge Central,CBC,1.0,55.8625102963699,-4.0318976496868,51.51349214773037,-0.11436054290620458,548.6820178014369,342.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.3399054351139546
Coatbridge Sunnyside,CBS,1.0,55.8668386609231,-4.02828798060081,51.51349214773037,-0.11436054290620458,548.9886253271458,343.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.33971559955156355
Coatdyke,COA,1.0,55.8643447692187,-4.00498525207608,51.51349214773037,-0.11436054290620458,548.0263400428674,340.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.3403121097891238
Cobham & Stoke d'Abernon,CSD,0.0,51.3180996661306,-0.389346373427882,51.51349214773037,-0.11436054290620458,28.957467669454793,45.0,9.1,SOUTH WESTERN RAILWAY,ANYTIME DAY S,0.0,0.3142539984461056
Codsall,CSL,1.0,52.6272899571536,-2.20176310096144,51.51349214773037,-0.11436054290620458,189.31681207481986,126.0,92.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.4859578977256425
Cogan,CGN,1.0,51.4459958120536,-3.18909039001181,51.51349214773037,-0.11436054290620458,213.721671689881,155.0,121.0,GWR,ANYTIME S,0.0,0.5661569041794509
Colchester,COL,0.0,51.90071062168,0.89259805805851,51.51349214773037,-0.11436054290620458,81.85946015142588,68.0,30.9,GREATER ANGLIA,ANYTIME DAY S,0.0,0.37747622501834643
Colchester Town,CET,0.0,51.8864527052257,0.9047624659822,51.51349214773037,-0.11436054290620458,81.76871507779414,76.0,30.9,GREATER ANGLIA,ANYTIME DAY S,0.0,0.3778951396093478
Coleshill Parkway,CEH,1.0,52.5165275432713,-1.70817740730361,51.51349214773037,-0.11436054290620458,156.29134117898172,104.0,89.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.5694493330764817
Collingham,CLM,1.0,53.1440857576614,-0.750393934928215,51.51349214773037,-0.11436054290620458,186.5491045247507,100.0,79.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.4261612523015473
Collington,CLL,0.0,50.8392865411482,0.457861387933257,51.51349214773037,-0.11436054290620458,85.01266540220398,114.0,34.3,SOUTHERN,ANYTIME DAY S,725.0,0.4034692929309185
Colne,CNE,1.0,53.8547444008362,-2.18185934114806,51.51349214773037,-0.11436054290620458,295.6505704894861,238.0,180.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.6088268312893418
Colwall,CWL,1.0,52.0798705537891,-2.35695037506955,51.51349214773037,-0.11436054290620458,167.04603919389257,171.0,100.5,GWR,ANYTIME S,0.0,0.6016305473926761
Colwyn Bay,CWB,1.0,53.2963632033856,-3.72541732837559,51.51349214773037,-0.11436054290620458,315.77245225301726,237.0,163.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.5161944901684897
Combe (Oxon),CME,1.0,51.8325940324182,-1.39407333584626,51.51349214773037,-0.11436054290620458,95.37933025508929,92.0,33.5,GWR,ANYTIME S,0.0,0.35122913853982
Commondale,COM,1.0,54.4812740872027,-0.975148019682156,51.51349214773037,-0.11436054290620458,335.2845478720354,354.0,156.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.4667677081847797
Congleton,CNG,1.0,53.1578561862417,-2.19258027037562,51.51349214773037,-0.11436054290620458,231.38051076383758,116.0,165.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.7152719969959802
Conisbrough,CNS,1.0,53.4893094105923,-1.23433150755602,51.51349214773037,-0.11436054290620458,232.6378257185815,130.0,107.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.4620916640187359
Connel Ferry,CON,2.0,56.4523594657108,-5.38544247761732,51.51349214773037,-0.11436054290620458,649.010670853269,518.0,210.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.32356941022850716
Conon Bridge,CBD,1.0,57.5617567994351,-4.44040638557,51.51349214773037,-0.11436054290620458,728.8068902641755,515.0,183.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.2517813737099625
Cononley,CEY,1.0,53.9175717411782,-2.01206789209741,51.51349214773037,-0.11436054290620458,296.65055057616905,189.0,137.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.4618228408270673
Conway Park,CNP,1.0,53.3933615887328,-3.02267129068915,51.51349214773037,-0.11436054290620458,287.7876299309671,158.0,165.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.5733394449218657
Conwy,CNW,1.0,53.280106240192,-3.83052500023981,51.51349214773037,-0.11436054290620458,320.28977874169556,220.0,163.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.508914148432613
Cooden Beach,COB,0.0,50.8333700419813,0.426858738350685,51.51349214773037,-0.11436054290620458,84.6032082006859,111.0,34.3,SOUTHERN,ANYTIME DAY S,725.0,0.405421977836083
Cookham,COO,1.0,51.557462203665,-0.722079072881563,51.51349214773037,-0.11436054290620458,42.45021515738671,57.0,-999.0,N/A,no route found,-998.0,nan
Cooksbridge,CBR,0.0,50.9037547738731,-0.0092027514388362,51.51349214773037,-0.11436054290620458,68.23153198689583,68.0,25.6,SOUTHERN,ANYTIME DAY S,0.0,0.3751930999426569
Coombe Junction Halt,COE,1.0,50.4459252926848,-4.48185232237372,51.51349214773037,-0.11436054290620458,328.84709091790296,252.0,143.5,GWR,ANYTIME S,0.0,0.4363730255282232
Copplestone,COP,1.0,50.8144709700958,-3.75157247453534,51.51349214773037,-0.11436054290620458,266.00932021931965,176.0,133.0,GWR,ANYTIME S,0.0,0.4999824814045764
Corbridge,CRB,1.0,54.9662625268169,-2.01840032187859,51.51349214773037,-0.11436054290620458,404.70304278995405,231.0,160.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.3965870849241465
Corby,COR,0.0,52.4888508478421,-0.6883354035657,51.51349214773037,-0.11436054290620458,115.4616256626516,80.0,67.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0,0.5846098183063626
Corkerhill,CKH,1.0,55.8375061471062,-4.33429351905428,51.51349214773037,-0.11436054290620458,555.9801525139891,294.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.33544362897973673
Corkickle,CKL,1.0,54.5416834476749,-3.58216474823985,51.51349214773037,-0.11436054290620458,409.4053987143965,340.0,207.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.5056113100853474
Corpach,CPA,2.0,56.8428332781627,-5.12195790866533,51.51349214773037,-0.11436054290620458,676.9265118335235,596.0,213.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.3146574942427179
Corrour,CRR,2.0,56.7602193492772,-4.69060138585505,51.51349214773037,-0.11436054290620458,655.7937717618295,517.0,210.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.3202226203457565
Coryton,COY,1.0,51.5204395971461,-3.23181845626842,51.51349214773037,-0.11436054290620458,216.38252383838727,170.0,121.0,GWR,ANYTIME S,0.0,0.5591948825329952
Coseley,CSY,1.0,52.5450842204875,-2.08577774384501,51.51349214773037,-0.11436054290620458,177.4216627807381,128.0,92.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.5185387091862383
Cosford,COS,1.0,52.6448359469502,-2.30027497544232,51.51349214773037,-0.11436054290620458,195.6997305016776,134.0,92.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.4701079544880178
Cosham,CSA,0.0,50.8419241447189,-1.06732879438891,51.51349214773037,-0.11436054290620458,100.11304513356116,137.0,38.2,SOUTH WESTERN RAILWAY,ANYTIME DAY S,0.0,0.38156865520409705
Cottingham,CGM,0.0,53.7816479755855,-0.406433983012819,51.51349214773037,-0.11436054290620458,253.17177535380816,189.0,123.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.487811091214289
Cottingley,COT,1.0,53.7678175756796,-1.58770821538294,51.51349214773037,-0.11436054290620458,269.9440092699621,159.0,132.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.49084252826478214
Coulsdon South,CDS,0.0,51.3158366640872,-0.137887293899879,51.51349214773037,-0.11436054290620458,22.051226998727135,28.0,7.4,ATOC,ANYTIME DAY S,0.0,0.3355822331531552
Coulsdon Town,CDN,0.0,51.3220411523246,-0.134464231082376,51.51349214773037,-0.11436054290620458,21.345984883232067,49.0,7.4,ATOC,ANYTIME DAY S,0.0,0.34666941068682805
Coventry,COV,0.0,52.4008144382941,-1.51345977599177,51.51349214773037,-0.11436054290620458,137.82781126002882,112.0,80.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.5804343787268763
Coventry Arena,CAA,1.0,52.4477337100526,-1.49412470531811,51.51349214773037,-0.11436054290620458,140.68162139582753,122.0,80.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.5686599230677669
Cowden (Kent),CWN,0.0,51.1556353416943,0.110032723034128,51.51349214773037,-0.11436054290620458,42.77437361583381,53.0,13.5,SOUTHERN,ANYTIME DAY S,0.0,0.315609531100245
Cowdenbeath,COW,1.0,56.1120953327991,-3.34318635187069,51.51349214773037,-0.11436054290620458,554.1079014207646,350.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.29145947853460435
Cradley Heath,CRA,1.0,52.4696552938033,-2.09048839521938,51.51349214773037,-0.11436054290620458,172.45571443788958,160.0,89.0,VIRGIN WEST COAST,ANYTIME S,268.0,0.5160745197112828
Craigendoran,CGD,1.0,55.9948018624344,-4.71124492675969,51.51349214773037,-0.11436054290620458,583.4142389757876,400.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.31966994896698087
Cramlington,CRM,1.0,55.0877690033603,-1.59859511992401,51.51349214773037,-0.11436054290620458,409.88567746133646,219.0,160.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.39157259895996144
Cranbrook (Devon),CBK,0.0,50.7500952464281,-3.42041599201744,51.51349214773037,-0.11436054290620458,246.4838503220187,201.0,133.0,GWR,ANYTIME S,0.0,0.5395891042201841
Craven Arms,CRV,1.0,52.4425417003323,-2.83742232035607,51.51349214773037,-0.11436054290620458,213.74266368295338,232.0,136.5,GWR,ANYTIME S,0.0,0.6386184098579019
Crawley,CRW,0.0,51.1122123903253,-0.186672935434113,51.51349214773037,-0.11436054290620458,44.92788385191663,66.0,23.8,SOUTHERN,ANYTIME DAY S,0.0,0.5297378367172904
Crayford,CRY,0.0,51.4482779041524,0.178936075571555,51.51349214773037,-0.11436054290620458,21.628471313173126,41.0,7.4,ATOC,ANYTIME DAY S,0.0,0.34214161014204114
Crediton,CDI,1.0,50.7833069483759,-3.64677829535681,51.51349214773037,-0.11436054290620458,260.1506704622605,159.0,133.0,GWR,ANYTIME S,0.0,0.5112421957770584
Cressing (Essex),CES,0.0,51.8523340604127,0.577961040362359,51.51349214773037,-0.11436054290620458,60.94231267316265,57.0,25.8,GREATER ANGLIA,ANYTIME DAY S,0.0,0.4233511802935176
Cressington,CSG,2.0,53.3587520488864,-2.91200333610422,51.51349214773037,-0.11436054290620458,279.88955596840174,189.0,162.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.5805861509828738
Creswell,CWD,1.0,53.264112781138,-1.21639486472377,51.51349214773037,-0.11436054290620458,208.7424472736594,188.0,88.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.42396743525756087
Crewe,CRE,0.0,53.0896271575516,-2.4329691730368,51.51349214773037,-0.11436054290620458,236.14234861961415,158.0,134.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.5695717044665166
Crewkerne,CKN,0.0,50.8735384311373,-2.77849644743115,51.51349214773037,-0.11436054290620458,199.36731907371038,150.0,62.6,SOUTH WESTERN RAILWAY,ANYTIME DAY S,0.0,0.3139932878209364
Crews Hill,CWH,0.0,51.684484296328,-0.106887096068869,51.51349214773037,-0.11436054290620458,19.031584996936495,41.0,7.4,ATOC,ANYTIME DAY S,0.0,0.38882731003178006
Crianlarich,CNR,2.0,56.3904817962502,-4.61843468589525,51.51349214773037,-0.11436054290620458,617.8329735826693,415.0,201.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.32613992553933874
Criccieth,CCC,1.0,52.9184156772103,-4.23751289496718,51.51349214773037,-0.11436054290620458,322.191463129889,386.0,189.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.5881595935507594
Cricklewood,CRI,0.0,51.5584516063089,-0.21267663535896,51.51349214773037,-0.11436054290620458,8.459161195232687,23.0,4.6,ATOC,ANYTIME DAY S,1000.0,0.543789141007552
Croftfoot,CFF,1.0,55.8182615046635,-4.2283256121718,51.51349214773037,-0.11436054290620458,550.6808231634104,323.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.3386716808634128
Crofton Park,CFT,0.0,51.4551875557246,-0.0365030454664447,51.51349214773037,-0.11436054290620458,8.445636868066678,21.0,4.6,ATOC,ANYTIME DAY S,0.0,0.544659931732656
Cromer,CMR,1.0,52.930080690008,1.29282430287158,51.51349214773037,-0.11436054290620458,184.63590390421885,178.0,72.9,GREATER ANGLIA,ANYTIME S,0.0,0.3948311160423998
Cromford,CMF,1.0,53.1129329746475,-1.5491620139343,51.51349214773037,-0.11436054290620458,203.09034527494188,174.0,97.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0,0.4800819057548274
Crookston,CKT,1.0,55.842318324364,-4.3646760010174,51.51349214773037,-0.11436054290620458,557.4406598668178,299.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.3345647589548959
Cross Gates,CRG,1.0,53.8049143949973,-1.45158048553366,51.51349214773037,-0.11436054290620458,270.55411263694555,159.0,132.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.4897356713915516
Crossflatts,CFL,1.0,53.85846717734,-1.84488619236594,51.51349214773037,-0.11436054290620458,285.96641328950494,176.0,134.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.4703349545592814
Crosshill,COI,1.0,55.833290292641,-4.25681226287329,51.51349214773037,-0.11436054290620458,553.0380810470623,307.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.3372281338147658
Crosskeys,CKY,1.0,51.6209052713811,-3.12617046220163,51.51349214773037,-0.11436054290620458,209.16068122661738,185.0,115.5,GWR,ANYTIME S,0.0,0.5522070368228543
Crossmyloof,CMY,1.0,55.8339508036377,-4.28431839013047,51.51349214773037,-0.11436054290620458,553.9995753530875,301.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.3366428573183213
Croston,CSO,1.0,53.6675629248262,-2.7777501372441,51.51349214773037,-0.11436054290620458,300.01636718683096,173.0,179.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.5983006916693279
Crouch Hill,CRH,2.0,51.5713003694514,-0.117148819750171,51.51349214773037,-0.11436054290620458,6.43457256370831,40.0,4.9,ATOC,ANYTIME DAY S,1000.0,0.7615113438360356
Crowborough,COH,0.0,51.0463795309772,0.188012411090755,51.51349214773037,-0.11436054290620458,56.08722761503642,69.0,15.6,SOUTHERN,ANYTIME DAY S,0.0,0.27813819051768923
Crowhurst,CWU,0.0,50.8885767869689,0.501336510177375,51.51349214773037,-0.11436054290620458,81.76328108438236,91.0,30.9,LONDON SOUTH EASTERN RAILWY,ANYTIME DAY S,0.0,0.3779202545469059
Crowle,CWE,1.0,53.5897328427991,-0.81735865187716,51.51349214773037,-0.11436054290620458,235.90576514177167,152.0,113.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.48112431644809617
Crowthorne,CRN,1.0,51.366727169526,-0.819273411974494,51.51349214773037,-0.11436054290620458,51.66172609800121,70.0,26.0,GWR,ANYTIME DAY S,0.0,0.5032739314725673
Croy,CRO,1.0,55.9556821274184,-4.0359768431357,51.51349214773037,-0.11436054290620458,557.8385549421951,327.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.3343261206090814
Crystal Palace,CYP,0.0,51.4181074460731,-0.072609878955063,51.51349214773037,-0.11436054290620458,11.00169765141383,29.0,4.6,ATOC,ANYTIME DAY S,0.0,0.4181172893266025
Cuddington,CUD,1.0,53.2399218257185,-2.59930662534034,51.51349214773037,-0.11436054290620458,255.9813454499296,173.0,188.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.7344285173185525
Cuffley,CUF,0.0,51.7087202077633,-0.10978341309134,51.51349214773037,-0.11436054290620458,21.72337858616974,44.0,7.6,THAMESLINK AND GT NORTHERN TL,ANYTIME DAY S,790.0,0.34985349860995213
Culham,CUM,1.0,51.6537935596445,-1.23651383491957,51.51349214773037,-0.11436054290620458,79.33024817995536,81.0,33.7,GWR,ANYTIME DAY S,0.0,0.4248064360463591
Culrain,CUA,2.0,57.9195183107936,-4.40427167605383,51.51349214773037,-0.11436054290620458,764.4400496004997,723.0,190.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.24854794054719526
Cumbernauld,CUB,1.0,55.9420305501203,-3.98033519205288,51.51349214773037,-0.11436054290620458,554.8204104673454,354.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.33614480736731417
Cupar,CUP,1.0,56.3169904139478,-3.00875666756718,51.51349214773037,-0.11436054290620458,567.3361354290593,361.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.2846636939102467
Curriehill,CUH,1.0,55.9005690535793,-3.3187519699346,51.51349214773037,-0.11436054290620458,532.0157359979004,328.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.3035624495149094
Cuxton,CUX,1.0,51.3739241251142,0.46170858180193,51.51349214773037,-0.11436054290620458,42.956361361889115,43.0,16.2,LONDON SOUTH EASTERN RAILWY,ANYTIME DAY S,131.0,0.3771269140680207
Cwmbach,CMH,1.0,51.7019311514616,-3.41372372042933,51.51349214773037,-0.11436054290620458,229.50863151750832,220.0,121.0,GWR,ANYTIME S,0.0,0.5272132869249816
Cwmbran,CWM,1.0,51.656589162343,-3.01620383997003,51.51349214773037,-0.11436054290620458,201.7459391286607,138.0,115.5,GWR,ANYTIME S,0.0,0.5725022297789175
Cynghordy,CYN,1.0,52.0515022362178,-3.7482113284355,51.51349214773037,-0.11436054290620458,257.78841450317316,412.0,137.0,GWR,ANYTIME S,0.0,0.5314435882001736
Dagenham Dock,DDK,0.0,51.5260877297843,0.146102888033722,51.51349214773037,-0.11436054290620458,18.13310219657793,21.0,6.6,ATOC,ANYTIME DAY S,0.0,0.36397522764999074
Daisy Hill,DSY,1.0,53.5394553429484,-2.51586138257427,51.51349214773037,-0.11436054290620458,278.1559790612036,194.0,165.0,VIRGIN WEST COAST,ANYTIME S,0.0,0.5931923540054284
Dalgety Bay,DAG,1.0,56.0420983541516,-3.36772120470528,51.51349214773037,-0.11436054290620458,547.6194781208093,357.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.2949128116373753
Dalmally,DAL,2.0,56.4011953995722,-4.98355341151622,51.51349214773037,-0.11436054290620458,630.6080542462228,487.0,201.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.3195328677507245
Dalmarnock,DAK,1.0,55.8420903351636,-4.2177095618254,51.51349214773037,-0.11436054290620458,552.6073178077232,297.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0,0.3374910067059439
Dalmeny,DAM,1.0,55.9863224095627,-3.38162023146767,51.51349214773037,-0.11436054290620458,542.3312510097128,325.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0,0.29778848203808866
